NBA 1960s PLAYER DATABASE
Coverage: 1960-61 through 1969-70
Stats are team-specific decade averages.

========================================================================
Hawks (ATL) — 63 players
========================================================================
10. Dave Lattin | PF | 6.0 PPG | 4.8 RPG | 0.7 APG | 68 GP | Seasons: 1969
11. McCoy McLemore | SF | 11.8 PPG | 5.4 RPG | 1.6 APG | 31 GP | Seasons: 1969
12. Rod Knowles | SF | 1.1 PPG | 1.1 RPG | 0.0 APG | 8 GP | Seasons: 1969
13. Ed Biedenbach | SG | 0.6 PPG | 0.3 RPG | 0.4 APG | 7 GP | Seasons: 1969

========================================================================
Royals / Kings (SAC) — 51 players
========================================================================
1. Oscar Robertson* | PG | 29.7 PPG | 8.7 RPG | 10.5 APG | 683 GP | Seasons: 1961-1969
2. Jerry Lucas* | PF | 19.7 PPG | 19.2 RPG | 3.0 APG | 461 GP | Seasons: 1964-1969
3. Jack Twyman* | SF | 19.7 PPG | 6.5 RPG | 2.3 APG | 535 GP | Seasons: 1960-1966
4. Adrian Smith | SG | 12.7 PPG | 2.4 RPG | 2.5 APG | 621 GP | Seasons: 1962-1969
5. Wayne Embry* | C | 14.4 PPG | 10.5 RPG | 1.6 APG | 537 GP | Seasons: 1960-1966
6. Bucky Bockhorn | SG | 11.7 PPG | 4.4 RPG | 3.6 APG | 403 GP | Seasons: 1960-1965
7. Happy Hairston | PF | 13.1 PPG | 7.0 RPG | 0.7 APG | 260 GP | Seasons: 1965-1968
8. Connie Dierking | C | 12.4 PPG | 7.9 RPG | 2.1 APG | 297 GP | Seasons: 1966-1969
9. Tom Hawkins | SF | 8.3 PPG | 6.5 RPG | 1.1 APG | 310 GP | Seasons: 1963-1966
10. Bob Boozer | PF | 12.0 PPG | 8.7 RPG | 1.4 APG | 269 GP | Seasons: 1961-1964
11. Hub Reed | C | 6.6 PPG | 6.0 RPG | 0.9 APG | 304 GP | Seasons: 1960-1963
12. Walt Wesley | C | 6.6 PPG | 4.8 RPG | 0.5 APG | 212 GP | Seasons: 1967-1969
13. Tom Van Arsdale | SG | 17.0 PPG | 4.3 RPG | 2.7 APG | 104 GP | Seasons: 1968-1969
14. Bud Olsen | PF | 5.0 PPG | 3.3 RPG | 0.9 APG | 184 GP | Seasons: 1963-1966
15. Phil Jordon | C | 12.4 PPG | 8.5 RPG | 2.6 APG | 123 GP | Seasons: 1960-1961
16. Larry Staverman | PF | 4.2 PPG | 3.8 RPG | 0.9 APG | 149 GP | Seasons: 1960-1964
17. Win Wilfong | PG | 7.5 PPG | 3.7 RPG | 2.6 APG | 134 GP | Seasons: 1960-1961
18. Jon McGlocklin | SG | 6.6 PPG | 2.2 RPG | 1.4 APG | 132 GP | Seasons: 1966-1967
19. Bob Love | SF | 6.5 PPG | 3.4 RPG | 0.8 APG | 138 GP | Seasons: 1967-1968
20. John Tresvant | PF | 11.3 PPG | 7.3 RPG | 1.8 APG | 81 GP | Seasons: 1968-1969
21. Tom Thacker | PG | 2.9 PPG | 2.4 RPG | 1.0 APG | 153 GP | Seasons: 1964-1966
22. Bill Dinwiddie | SF | 4.7 PPG | 3.5 RPG | 0.6 APG | 136 GP | Seasons: 1968-1969
23. Dave Piontek | SF | 6.5 PPG | 4.4 RPG | 1.1 APG | 100 GP | Seasons: 1960-1963
24. Flynn Robinson | PG | 8.7 PPG | 1.8 RPG | 1.5 APG | 78 GP | Seasons: 1967-1968
25. Jay Arnette | SG | 3.7 PPG | 1.0 RPG | 1.2 APG | 114 GP | Seasons: 1964-1966
26. Med Park | SG | 8.7 PPG | 4.1 RPG | 2.9 APG | 74 GP | Seasons: 1960
27. Phil Rollins | PG | 4.9 PPG | 2.2 RPG | 2.8 APG | 86 GP | Seasons: 1960-1961
28. Joe Buckhalter | PF | 5.8 PPG | 4.1 RPG | 0.7 APG | 65 GP | Seasons: 1962-1963
29. Fred Hetzel | SF | 11.9 PPG | 4.5 RPG | 0.9 APG | 31 GP | Seasons: 1969
30. George Wilson | C | 2.6 PPG | 2.5 RPG | 0.3 APG | 98 GP | Seasons: 1965-1967
31. Guy Rodgers* | PG | 4.8 PPG | 1.8 RPG | 4.7 APG | 75 GP | Seasons: 1968
32. Mike Farmer | SF | 7.5 PPG | 6.6 RPG | 1.4 APG | 57 GP | Seasons: 1961
33. Ralph Davis | SG | 5.4 PPG | 1.2 RPG | 2.4 APG | 73 GP | Seasons: 1961
34. Al Tucker | PF | 10.8 PPG | 4.4 RPG | 0.7 APG | 28 GP | Seasons: 1969
35. Len Chappell | C | 4.1 PPG | 2.6 RPG | 0.4 APG | 64 GP | Seasons: 1967-1968
36. Jim Palmer | C | 9.1 PPG | 5.5 RPG | 0.8 APG | 20 GP | Seasons: 1960
37. Fred Foster | SF | 3.4 PPG | 1.1 RPG | 0.6 APG | 56 GP | Seasons: 1969
38. Bevo Nordmann | C | 2.3 PPG | 2.2 RPG | 0.3 APG | 58 GP | Seasons: 1962
39. Dave Zeller | PG | 1.5 PPG | 0.4 RPG | 1.0 APG | 61 GP | Seasons: 1962
40. Bob Wiesenhahn | SF | 2.0 PPG | 1.9 RPG | 0.4 APG | 60 GP | Seasons: 1962
41. Freddie Lewis | PG | 4.7 PPG | 1.4 RPG | 1.2 APG | 32 GP | Seasons: 1967
42. Pat Frink | SG | 2.6 PPG | 0.9 RPG | 1.1 APG | 48 GP | Seasons: 1969
43. Jim Fox | C | 3.2 PPG | 3.1 RPG | 0.4 APG | 31 GP | Seasons: 1968
44. Gary Gray | SG | 2.4 PPG | 0.5 RPG | 0.6 APG | 44 GP | Seasons: 1968
45. Jim Ware | PF | 2.1 PPG | 2.1 RPG | 0.2 APG | 33 GP | Seasons: 1967
46. Art Heyman | SG | 3.6 PPG | 1.2 RPG | 0.6 APG | 11 GP | Seasons: 1966
47. Dan Tieman | PG | 1.2 PPG | 0.8 RPG | 0.9 APG | 29 GP | Seasons: 1963
48. Zaid Abdul-Aziz | PF | 1.9 PPG | 1.6 RPG | 0.2 APG | 20 GP | Seasons: 1969
49. Wayne Stevens | SF | 1.6 PPG | 2.0 RPG | 0.5 APG | 8 GP | Seasons: 1960
50. Doug Sims | SF | 1.0 PPG | 1.0 RPG | 0.0 APG | 4 GP | Seasons: 1969
51. Al Jackson | SG | 0.0 PPG | 0.0 RPG | 0.5 APG | 2 GP | Seasons: 1968

========================================================================
Bullets / Wizards (WAS) — 66 players
========================================================================
1. Walt Bellamy* | C | 27.6 PPG | 16.6 RPG | 2.4 APG | 327 GP | Seasons: 1962-1966
2. Kevin Loughery | PG | 16.3 PPG | 3.2 RPG | 3.9 APG | 452 GP | Seasons: 1964-1969
3. Gus Johnson* | SF | 18.5 PPG | 12.7 RPG | 2.7 APG | 377 GP | Seasons: 1964-1969
4. Don Ohl | SG | 18.9 PPG | 3.7 RPG | 3.2 APG | 247 GP | Seasons: 1965-1968
5. Earl Monroe* | SG | 25.0 PPG | 4.6 RPG | 4.6 APG | 162 GP | Seasons: 1968-1969
6. Jack Marin | SF | 13.1 PPG | 5.9 RPG | 1.7 APG | 238 GP | Seasons: 1967-1969
7. Terry Dischinger | SF | 22.7 PPG | 8.2 RPG | 2.4 APG | 137 GP | Seasons: 1963-1964
8. Bailey Howell* | PF | 18.3 PPG | 10.4 RPG | 2.3 APG | 158 GP | Seasons: 1965-1966
9. Leroy Ellis | C | 11.5 PPG | 9.8 RPG | 1.7 APG | 239 GP | Seasons: 1967-1969
10. Ray Scott | PF | 14.8 PPG | 11.5 RPG | 2.0 APG | 190 GP | Seasons: 1967-1969
11. Bob Ferry | C | 6.0 PPG | 4.4 RPG | 1.3 APG | 260 GP | Seasons: 1965-1969
12. Johnny Egan | PG | 9.0 PPG | 2.3 RPG | 3.2 APG | 207 GP | Seasons: 1966-1968
13. Si Green | PG | 9.3 PPG | 3.6 RPG | 3.6 APG | 218 GP | Seasons: 1963-1965
14. Wes Unseld* | C | 13.8 PPG | 18.2 RPG | 2.6 APG | 82 GP | Seasons: 1969
15. Johnny Green | PF | 9.9 PPG | 7.3 RPG | 1.2 APG | 133 GP | Seasons: 1966-1967
16. Charlie Hardnett | PF | 7.3 PPG | 5.7 RPG | 0.6 APG | 164 GP | Seasons: 1963-1965
17. Slick Leonard* | PG | 13.3 PPG | 2.6 RPG | 5.1 APG | 102 GP | Seasons: 1962-1963
18. Andy Johnson | SF | 14.3 PPG | 4.9 RPG | 3.2 APG | 71 GP | Seasons: 1962
19. Rod Thorn | SG | 14.4 PPG | 4.8 RPG | 3.7 APG | 75 GP | Seasons: 1964
20. Ed Manning | PF | 4.3 PPG | 4.6 RPG | 0.4 APG | 134 GP | Seasons: 1968-1969
21. Red Kerr | C | 11.0 PPG | 8.3 RPG | 3.2 APG | 71 GP | Seasons: 1966
22. Ben Warley | SF | 5.7 PPG | 4.6 RPG | 0.6 APG | 118 GP | Seasons: 1966-1967
23. Jim Barnes | PF | 12.1 PPG | 10.3 RPG | 1.3 APG | 66 GP | Seasons: 1966
24. Barney Cable | SF | 5.9 PPG | 4.7 RPG | 1.1 APG | 105 GP | Seasons: 1962-1964
25. Wayne Hightower | PF | 7.0 PPG | 5.8 RPG | 0.9 APG | 94 GP | Seasons: 1965-1967
26. John Barnhill | PG | 7.6 PPG | 2.5 RPG | 2.5 APG | 83 GP | Seasons: 1967-1969
27. Ralph Davis | SG | 10.4 PPG | 2.1 RPG | 3.2 APG | 77 GP | Seasons: 1962
28. Bill McGill | C | 7.2 PPG | 2.7 RPG | 0.6 APG | 66 GP | Seasons: 1963-1964
29. Charlie Tyra | PF | 6.7 PPG | 7.8 RPG | 1.1 APG | 78 GP | Seasons: 1962
30. Johnny Cox | SG | 7.8 PPG | 3.8 RPG | 1.9 APG | 73 GP | Seasons: 1963
31. Woody Sauldsberry | PF | 12.9 PPG | 6.8 RPG | 1.2 APG | 54 GP | Seasons: 1963
32. Don Nelson* | SF | 6.8 PPG | 4.5 RPG | 1.2 APG | 62 GP | Seasons: 1963
33. Don Kojis | SF | 6.3 PPG | 4.0 RPG | 0.7 APG | 78 GP | Seasons: 1964
34. Horace Walker | SF | 6.7 PPG | 7.2 RPG | 1.1 APG | 65 GP | Seasons: 1962
35. Wali Jones | SG | 5.3 PPG | 1.8 RPG | 2.6 APG | 77 GP | Seasons: 1965
36. Jerry Sloan* | SG | 5.7 PPG | 3.9 RPG | 1.9 APG | 59 GP | Seasons: 1966
37. Larry Staverman | PF | 6.5 PPG | 4.4 RPG | 1.2 APG | 39 GP | Seasons: 1963-1964
38. Maury King | PG | 5.8 PPG | 2.8 RPG | 3.8 APG | 37 GP | Seasons: 1963
39. Stan McKenzie | SG | 4.1 PPG | 2.4 RPG | 0.5 APG | 50 GP | Seasons: 1968
40. Mel Counts | C | 6.4 PPG | 6.2 RPG | 1.2 APG | 25 GP | Seasons: 1967
41. Gary Bradds | SF | 3.3 PPG | 2.1 RPG | 0.5 APG | 44 GP | Seasons: 1965-1966
42. Mel Nowell | SG | 5.9 PPG | 1.7 RPG | 2.2 APG | 39 GP | Seasons: 1963
43. Barry Orms | PG | 2.8 PPG | 2.5 RPG | 0.8 APG | 64 GP | Seasons: 1969
44. Dave Piontek | PF | 4.6 PPG | 3.4 RPG | 0.7 APG | 45 GP | Seasons: 1962
45. Gene Shue | PG | 4.2 PPG | 2.0 RPG | 3.2 APG | 47 GP | Seasons: 1964
46. Nick Mantis | SG | 5.9 PPG | 2.4 RPG | 2.3 APG | 33 GP | Seasons: 1963
47. Jack Turner | SG | 4.8 PPG | 2.0 RPG | 1.0 APG | 42 GP | Seasons: 1962
48. Howie Carl | PG | 5.5 PPG | 1.3 RPG | 1.8 APG | 31 GP | Seasons: 1962
49. Tom Workman | SF | 2.5 PPG | 1.3 RPG | 0.1 APG | 22 GP | Seasons: 1968-1969
50. Bob Quick | SF | 3.1 PPG | 0.9 RPG | 0.4 APG | 28 GP | Seasons: 1969
51. Willie Somerset | PG | 5.6 PPG | 1.9 RPG | 1.1 APG | 8 GP | Seasons: 1966
52. Johnny Austin | SG | 5.8 PPG | 1.8 RPG | 1.0 APG | 4 GP | Seasons: 1967
53. Al Butler | PG | 2.4 PPG | 0.8 RPG | 0.5 APG | 25 GP | Seasons: 1965
54. Les Hunter | PF | 1.8 PPG | 2.1 RPG | 0.5 APG | 24 GP | Seasons: 1965
55. Al Ferrari | SG | 2.1 PPG | 0.7 RPG | 0.8 APG | 18 GP | Seasons: 1963
56. York Larese | SG | 3.1 PPG | 0.8 RPG | 1.1 APG | 8 GP | Seasons: 1962
57. Larry Comley | SG | 2.1 PPG | 1.6 RPG | 1.0 APG | 12 GP | Seasons: 1964
58. Ralph Wells | SG | 0.7 PPG | 2.0 RPG | 2.3 APG | 3 GP | Seasons: 1963
59. Paul Hogue | C | 0.8 PPG | 1.8 RPG | 0.1 APG | 9 GP | Seasons: 1964
60. Jeff Slade | SF | 1.3 PPG | 2.3 RPG | 0.0 APG | 3 GP | Seasons: 1963
61. Roland West | SG | 1.0 PPG | 1.2 RPG | 0.0 APG | 4 GP | Seasons: 1968
62. Roger Strickland | SF | 2.0 PPG | 0.0 RPG | 0.0 APG | 1 GP | Seasons: 1964
63. George Bon Salle | PF | 1.3 PPG | 0.7 RPG | 0.0 APG | 3 GP | Seasons: 1962
64. Thales McReynolds | SG | 0.6 PPG | 1.2 RPG | 0.2 APG | 5 GP | Seasons: 1966
65. Mel Peterson | SG | 1.0 PPG | 0.5 RPG | 0.0 APG | 2 GP | Seasons: 1964
66. Gary Hill | SG | 0.0 PPG | 0.3 RPG | 0.3 APG | 3 GP | Seasons: 1965
